id,tested_positive
143,26.76962
144,12.933645
145,37.238655
146,10.781306
147,12.511666
148,20.75136
149,16.294119
150,25.404978
151,9.873567
152,21.55983
153,9.254787
154,30.822145
155,20.45773
156,17.80487
157,30.49127
158,16.982895
159,13.2618065
160,20.015879
161,23.17548
162,11.813419
163,19.611643
164,12.774948
165,24.142918
166,24.14952
167,20.277443
168,29.028439
169,20.695662
170,10.450992
171,10.28356
172,23.396023
173,40.66318
174,23.0164
175,8.368375
176,14.147064
177,37.718185
178,28.164417
179,20.56905
180,15.534266
181,21.165476
182,21.056124
183,9.29975
184,19.776018
185,11.358112
186,19.436691
187,2.9942799
188,11.844268
189,25.247437
190,1.8901043
191,24.315895
192,26.102402
193,10.0225935
194,14.399088
195,35.07995
196,10.804933
197,24.576893
198,10.298457
199,15.626876
200,27.49733
201,12.15093
202,22.742607
203,17.83897
204,27.069048
205,25.791199
206,13.430199
207,25.428461
208,13.753825
209,6.4256425
210,11.419169
211,18.009176
212,32.01705
213,10.587617
214,10.499169
215,11.491912
216,9.7403555
217,10.436698
218,11.870293
219,8.665068
220,17.885967
221,13.008394
222,12.199813
223,14.431009
224,21.876926
225,19.508156
226,16.120514
227,10.465495
228,12.534976
229,32.11228
230,16.97184
231,10.663333
232,13.490798
233,20.141747
234,9.344751
235,32.62786
236,19.919624
237,20.170267
238,20.338585
239,29.993181
240,11.32113
241,24.513748
242,27.093916
243,25.570568
244,9.048867
245,9.992415
246,12.962215
247,23.00875
248,16.71414
249,10.762441
250,19.447205
251,17.286015
252,22.336832
253,10.84105
254,10.760078
255,10.506357
256,10.312301
257,17.030495
258,17.469336
259,14.09078
260,14.632434
261,4.4887414
262,14.027965
263,21.351175
264,11.258662
265,9.177796
266,29.100967
267,25.701683
268,7.737512
269,13.304376
270,15.102206
271,6.8285766
272,17.449509
273,11.929229
274,10.874682
275,17.486473
276,22.389828
277,7.878238
278,13.880599
279,16.004036
280,20.565453
281,20.389042
282,21.496185
283,22.522907
284,18.321194
285,21.482548
286,25.530119
287,26.582893
288,9.909416
289,16.933819
290,17.05164
291,15.218284
292,6.610473
293,3.7508163
294,22.714321
295,13.7202
296,10.410347
297,22.204977
298,12.495418
299,10.063775
300,10.724729
301,22.30838
302,10.755062
303,13.936179
304,15.119395
305,19.649689
306,19.8614
307,26.562288
308,11.347215
309,10.65272
310,10.160619
311,21.952877
312,9.945665
313,21.118137
314,15.2985525
315,18.032507
316,27.621979
317,18.262365
318,21.775236
319,14.018029
320,5.28645
321,10.403348
322,24.53462
323,15.390076
324,15.464983
325,22.242332
326,2.2781808
327,27.386784
328,18.310965
329,21.612427
330,7.581811
331,23.902401
332,15.277953
333,10.492982
334,14.391003
335,12.728726
336,25.281397
337,11.183847
338,8.442058
339,24.588142
340,13.021592
341,9.043904
342,20.32811
343,13.324648
344,2.0377069
345,15.517551
346,29.94933
347,20.718197
348,18.236004
349,14.820092
350,14.068788
351,24.87699
352,20.015144
353,17.014118
354,7.047048
355,13.773105
356,22.372347
357,12.992145
358,24.256756
359,19.131218
360,4.8577685
361,15.616573
362,12.380044
363,10.561475
364,16.035107
365,29.617538
366,13.930674
367,18.815327
368,7.360776
369,10.68584
370,15.416552
371,14.201341
372,14.719367
373,13.791135
374,3.8452525
375,8.412662
376,12.962778
377,9.004063
378,9.090905
379,18.120108
380,27.760038
381,10.425292
382,9.867498
383,19.726698
384,13.545533
385,16.971542
386,16.204132
387,20.680079
388,17.708042
389,16.199192
390,29.16161
391,10.206572
392,31.862906
393,15.985391
394,11.043471
395,11.654244
396,30.716755
397,19.608532
398,23.062628
399,15.942826
400,16.099281
401,21.369698
402,10.22259
403,28.721004
404,27.699488
405,11.83138
406,12.855994
407,30.038956
408,11.174761
409,14.480365
410,16.865086
411,10.404978
412,21.424904
413,10.472795
414,11.439041
415,20.322048
416,20.595524
417,23.020008
418,27.453434
419,12.333424
420,14.294068
421,7.1209617
422,11.60693
423,11.086862
424,21.71706
425,15.465211
426,18.968628
427,9.330081
428,33.851784
429,20.046223
430,9.077114
431,19.419498
432,15.267686
433,13.415278
434,10.660577
435,22.197601
436,30.815033
437,15.808227
438,3.4696531
439,1.718404
440,13.335994
441,10.1894245
442,20.344707
443,18.530672
444,15.81936
445,4.429932
446,4.3960366
447,11.532516
448,23.426464
449,24.672356
450,14.690309
451,13.922669
452,29.954086
453,18.423836
454,9.719819
455,12.194846
456,23.077423
457,18.500744
458,24.019138
459,10.398896
460,21.3134
461,8.616055
462,18.12534
463,11.112752
464,9.094592
465,11.124406
466,8.5981
467,10.268677
468,8.608327
469,21.966448
470,20.455727
471,11.917523
472,23.570616
473,13.144267
474,13.142125
475,4.4611506
476,12.435998
477,18.864851
478,21.825315
479,23.690693
480,23.795086
481,20.13922
482,28.211475
483,22.435217
484,21.599499
485,12.072845
486,17.132423
487,16.018085
488,20.416288
489,9.26374
490,8.588715
491,21.69043
492,20.257267
493,11.841493
494,17.771645
495,13.744046
496,16.023514
497,9.887626
498,4.5430765
499,13.346553
500,15.084146
501,10.239009
502,16.466698
503,12.773162
504,28.381788
505,26.185993
506,22.200447
507,10.803714
508,10.513034
509,17.136486
510,18.388744
511,13.118451
512,17.97093
513,8.021964
514,22.978691
515,9.155976
516,15.463732
517,12.628768
518,13.029439
519,23.455044
520,31.341208
521,14.587359
522,15.4236145
523,28.771244
524,14.202964
525,37.446327
526,2.2120786
527,21.55634
528,20.89059
529,6.0237203
530,18.07999
531,8.686053
532,10.688861
533,13.883581
534,23.177496
535,1.9657695
536,24.488613
537,9.729287
538,28.103546
539,14.044461
540,42.120735
541,16.939375
542,23.470833
543,8.343741
544,12.547007
545,7.8766584
546,9.816169
547,28.829618
548,19.8758
549,9.439269
550,13.442442
551,8.781419
552,20.613743
553,27.095612
554,18.333279
555,5.919498
556,11.034671
557,10.8849535
558,23.137642
559,14.592839
560,13.520255
561,15.561362
562,19.630228
563,18.604216
564,21.24046
565,9.026382
566,22.613274
567,20.013056
568,7.7164235
569,28.27687
570,18.5074
571,12.857
572,27.391743
573,25.393597
574,8.266401
575,19.165987
576,21.20877
577,34.791744
578,20.93346
579,20.89815
580,13.596369
581,10.651958
582,13.811429
583,13.555873
584,20.322874
585,8.287818
586,27.707933
587,13.443955
588,14.10833
589,10.677519
590,11.395214
591,23.52294
592,20.018902
593,32.153534
594,27.061752
595,26.617964
596,12.855729
597,15.887459
598,25.203259
599,20.81956
600,7.9735003
601,10.682914
602,15.030025
603,16.26043
604,18.99134
605,17.821629
606,19.073853
607,30.900726
608,9.894877
609,23.47425
610,4.8645372
611,19.187935
612,11.941281
613,27.68961
614,28.594976
615,9.166606
616,23.93452
617,10.722234
618,22.063625
619,13.08384
620,11.377237
621,11.090034
622,13.071723
623,22.872925
624,13.365411
625,24.375286
626,11.758082
627,15.428603
628,16.011446
629,10.649974
630,26.950508
631,18.78225
632,21.226198
633,23.248241
634,21.999588
635,11.8944235
636,16.373579
637,10.960532
638,15.842581
639,21.011784
640,10.749354
641,10.54652
642,28.278967
643,27.571945
644,23.004684
645,27.381416
646,10.107786
647,29.921862
648,9.156012
649,10.2675295
650,18.077679
651,17.578724
652,12.268506
653,12.695727
654,13.108624
655,11.652028
656,13.363473
657,29.239952
658,11.126027
659,9.540578
660,25.572193
661,25.487442
662,9.459603
663,12.151043
664,9.124595
665,8.17135
666,28.300846
667,8.57985
668,21.026592
669,20.731857
670,12.998884
671,8.693022
672,13.361205
673,16.224281
674,3.0989785
675,12.529781
676,18.912739
677,30.970598
678,17.176067
679,11.806463
680,13.1855
681,11.384703
682,16.289227
683,21.24424
684,3.9674382
685,26.468884
686,19.50882
687,11.524291
688,8.09592
689,14.2920475
690,21.319332
691,9.778296
692,17.351181
693,12.357408
694,3.3467793
695,10.319112
696,23.094458
697,26.738914
698,22.657146
699,7.7555184
700,7.3455772
701,13.30736
702,18.535828
703,12.67612
704,31.571232
705,9.377595
706,15.858927
707,11.835849
708,14.0666895
709,13.074054
710,19.104836
711,11.032697
712,27.252897
713,8.284766
714,6.866607
715,3.418777
716,12.496008
717,21.642399
718,9.82557
719,23.52185
720,9.934156
721,7.8226686
722,21.194492
723,26.99442
724,10.392547
725,20.014088
726,12.9789915
727,8.6756525
728,10.132905
729,16.59541
730,10.520255
731,14.53723
732,20.999712
733,6.7154193
734,21.151249
735,12.804613
736,9.39284
737,26.688326
738,6.0659547
739,24.64067
740,15.841437
741,15.133258
742,11.782716
743,22.400688
744,17.440649
745,21.58454
746,25.430664
747,28.012365
748,13.019613
749,10.114902
750,15.103303
751,23.189613
752,8.753259
753,12.072961
754,22.936592
755,23.128382
756,21.913372
757,14.381146
758,9.398403
759,13.054085
760,14.329509
761,12.411256
762,7.254315
763,23.260986
764,28.502329
765,20.12479
766,22.472202
767,10.886985
768,12.063527
769,11.766649
770,17.456999
771,15.141032
772,23.644897
773,17.964252
774,2.6545606
775,11.819734
776,23.606781
777,22.271603
778,18.453354
779,9.352371
780,26.460665
781,30.867867
782,17.089504
783,23.421059
784,13.755172
785,8.092122
786,5.0362163
787,23.933586
788,26.429796
789,11.177316
790,17.581635
791,6.093267
792,11.69508
793,12.017569
794,10.5726595
795,19.391754
796,14.671477
797,16.483032
798,9.379664
799,16.41836
800,14.504351
801,10.82513
802,11.379571
803,13.645006
804,10.275598
805,22.042065
806,14.122982
807,19.084654
808,16.43451
809,26.645508
810,19.606335
811,18.184322
812,13.526799
813,15.124101
814,9.028375
815,3.7105238
816,8.2864895
817,16.706758
818,28.752434
819,8.6128
820,22.916733
821,16.197748
822,18.86559
823,24.42554
824,28.80045
825,8.211943
826,10.407156
827,19.457539
828,24.337683
829,19.281065
830,17.636879
831,14.194894
832,13.387568
833,10.646225
834,14.786886
835,26.613052
836,12.430488
837,16.460754
838,21.152052
839,13.00865
840,20.627766
841,40.076607
842,32.885056
843,19.266827
844,19.851511
845,15.428023
846,13.395343
847,18.417362
848,11.019061
849,13.106872
850,2.5201225
851,7.6433525
852,7.393165
853,11.840428
854,8.229924
855,28.211605
856,23.799335
857,18.641273
858,15.485182
859,17.980167
860,21.52577
861,22.101892
862,19.615917
863,20.08274
864,12.222726
865,7.594158
866,11.201053
867,11.893728
868,29.624283
869,26.015862
870,11.066897
871,14.895277
872,14.722127
873,30.292679
874,24.819878
875,20.87218
876,17.008593
877,10.209784
878,16.208496
879,14.215512
880,8.297226
881,11.921344
882,8.736767
883,15.16305
884,26.16666
885,16.361181
886,28.36873
887,20.66138
888,11.441741
889,7.910501
890,35.76031
891,23.813013
892,16.804731
