id,tested_positive
225,15.449193
226,11.566845
227,-4.423828
228,5.7467523
229,30.314137
230,8.478568
231,-3.6916547
232,9.007058
233,14.747187
234,2.5457108
235,20.954834
236,12.447618
237,11.554468
238,14.66792
239,20.79755
240,7.0045223
241,23.66875
242,15.832617
243,22.451498
244,7.7510047
245,2.0485764
246,9.857424
247,13.682645
248,15.110604
249,8.045748
250,16.58498
251,14.065929
252,11.345689
253,7.5376506
254,1.2660887
255,10.713248
256,-4.258985
257,14.429797
258,13.1156845
259,-0.40894192
260,11.019435
261,-0.48865962
262,7.8433747
263,14.104039
264,9.07076
265,10.380037
266,24.276325
267,17.162285
268,0.43504435
269,4.9190993
270,7.7116394
271,1.3599393
272,11.732335
273,14.460067
274,-1.4183083
275,15.623069
276,11.0587635
277,3.1282938
278,9.2109375
279,10.187568
280,16.165304
281,17.93982
282,17.180021
283,14.16628
284,21.067024
285,18.76267
286,18.374622
287,23.796719
288,-3.1103153
289,10.628704
290,11.064993
291,11.883554
292,-3.2549202
293,2.3619418
294,20.635057
295,8.800377
296,-3.9817357
297,15.996852
298,4.574396
299,10.086457
300,2.9345407
301,16.573658
302,6.9597154
303,15.736947
304,7.148662
305,12.355047
306,17.66082
307,28.005903
308,8.404749
309,11.116256
310,2.5701807
311,19.14096
312,3.986339
313,16.362457
314,10.517212
315,12.503276
316,25.74884
317,14.435105
318,17.42902
319,9.90796
320,0.80411536
321,-0.8322274
322,20.001099
323,12.349052
324,5.3244524
325,16.852638
326,-9.914693
327,21.044785
328,14.982405
329,17.234898
330,-0.38204443
331,20.80053
332,12.185115
333,-4.012466
334,6.6324463
335,9.680525
336,18.768959
337,11.7483635
338,6.025723
339,21.564589
340,7.9143357
341,9.569346
342,18.297533
343,10.954856
344,-8.303297
345,11.609168
346,30.476688
347,18.611288
348,18.250603
349,13.1578045
350,1.6833498
351,18.460041
352,14.975669
353,10.367443
354,-0.987348
355,10.610299
356,18.491703
357,9.998795
358,21.60394
359,15.990756
360,-8.184761
361,14.076348
362,9.070939
363,5.1331944
364,9.324296
365,21.475798
366,13.3446245
367,15.687006
368,-2.3339765
369,8.704736
370,14.485202
371,11.510106
372,10.804115
373,7.0960464
374,0.6720572
375,9.304542
376,3.0576236
377,4.313883
378,8.937863
379,13.252829
380,25.580631
381,8.109839
382,5.1962094
383,12.437588
384,1.2805672
385,9.00847
386,10.984493
387,14.207681
388,14.392402
389,12.770953
390,24.447775
391,3.765493
392,33.052162
393,11.318385
394,-4.7365546
395,7.291682
396,22.464058
397,15.902653
398,12.225045
399,5.292625
400,6.667464
401,9.346175
402,-6.4725738
403,22.59254
404,22.817144
405,10.039153
406,9.895766
407,35.940136
408,5.884485
409,10.637723
410,11.523738
411,2.2589066
412,18.290306
413,4.7316384
414,3.578634
415,15.913671
416,15.495517
417,14.860423
418,33.823116
419,9.5487585
420,9.052594
421,-4.706253
422,1.268981
423,5.4598455
424,19.480518
425,3.830216
426,16.27619
427,11.382407
428,30.002806
429,14.636464
430,5.763046
431,12.847009
432,8.040337
433,9.411869
434,-7.1560597
435,23.496056
436,25.75932
437,12.594593
438,2.4528742
439,-8.8200655
440,1.433115
441,-2.108934
442,13.740487
443,13.558926
444,15.889546
445,1.4730129
446,1.0229361
447,6.555263
448,21.632568
449,22.668095
450,9.173602
451,2.385923
452,20.879623
453,7.628884
454,8.209987
455,6.129744
456,14.343725
457,13.298672
458,22.109232
459,-2.9975376
460,22.836187
461,5.824245
462,16.57217
463,10.450864
464,-0.5610375
465,9.040301
466,-1.8536959
467,-6.199456
468,7.493479
469,15.740554
470,13.011981
471,11.682168
472,21.54095
473,13.120638
474,11.465478
475,-7.839378
476,9.936721
477,18.922686
478,15.563418
479,19.848736
480,24.547314
481,14.257507
482,31.016811
483,14.131484
484,22.080662
485,0.24413353
486,10.947258
487,11.125939
488,16.307482
489,8.559293
490,3.023787
491,8.647628
492,8.629398
493,12.407857
494,13.1767435
495,8.3785715
496,11.23551
497,-5.5688586
498,1.9882262
499,10.883186
500,16.0342
501,-4.839371
502,13.976846
503,8.55564
504,26.95987
505,22.284847
506,16.542297
507,7.3129983
508,6.3203855
509,11.035029
510,13.978469
511,10.836277
512,12.436122
513,5.778379
514,13.694593
515,5.7800026
516,8.782151
517,6.914879
518,10.035033
519,18.307924
520,27.145334
521,9.193841
522,10.149707
523,26.519684
524,10.777181
525,36.178364
526,-9.585458
527,7.910708
528,12.976708
529,5.584107
530,10.4197035
531,8.674703
532,2.9956582
533,4.311628
534,12.370681
535,-10.047738
536,20.762718
537,5.571737
538,33.779243
539,11.7844515
540,36.823803
541,8.493531
542,18.414946
543,-1.511308
544,1.4779801
545,4.9235153
546,8.129099
547,23.72652
548,13.160704
549,3.9331837
550,5.013149
551,-0.74354357
552,17.06641
553,25.084812
554,11.853145
555,5.766874
556,6.699237
557,8.918445
558,18.175865
559,9.391273
560,0.94410425
561,11.098309
562,16.365992
563,14.159258
564,15.054671
565,8.206604
566,21.57666
567,24.405207
568,-2.896403
569,33.16527
570,8.891196
571,11.514392
572,22.660671
573,18.034801
574,-5.5495763
575,14.560486
576,22.425522
577,22.640285
578,8.779231
579,18.718029
580,9.885397
581,12.193171
582,9.066077
583,11.2880335
584,5.308403
585,4.0395584
586,20.523495
587,6.880472
588,3.2857404
589,5.9615083
590,4.284383
591,21.754238
592,20.52891
593,21.787933
594,25.089762
595,22.347656
596,0.41568476
597,9.919674
598,25.285042
599,23.168762
600,-5.991391
601,3.1582558
602,11.741281
603,10.822616
604,12.884384
605,15.360988
606,15.550046
607,25.624228
608,7.050035
609,21.86749
610,4.7024627
611,10.9541
612,4.945609
613,17.73181
614,23.120682
615,5.1068416
616,23.5062
617,5.3971734
618,16.58408
619,8.212892
620,0.5424603
621,5.317863
622,0.70735246
623,15.717157
624,8.069809
625,24.197584
626,4.557219
627,9.748363
628,9.95682
629,6.914099
630,22.220415
631,11.656675
632,18.840233
633,20.483929
634,10.203883
635,8.722113
636,11.306579
637,5.4554524
638,13.197377
639,17.44886
640,-0.8916721
641,3.8862998
642,24.64877
643,23.65128
644,16.94049
645,22.62313
646,7.5753193
647,23.522371
648,-7.6514993
649,4.7235374
650,13.033368
651,13.302151
652,3.5624542
653,5.2223196
654,10.109637
655,9.87868
656,11.1884775
657,23.490538
658,3.1808975
659,1.0142365
660,17.270916
661,22.215424
662,10.393715
663,7.315698
664,6.1262345
665,-0.74879307
666,26.297092
667,9.359344
668,13.754884
669,14.6268
670,6.940862
671,-5.4222536
672,7.722428
673,11.537347
674,1.9204359
675,6.9576774
676,18.162739
677,27.577662
678,10.6560335
679,8.652568
680,5.4143357
681,-1.8384714
682,12.192777
683,9.347049
684,0.5234019
685,15.995484
686,11.617789
687,14.910919
688,-7.480879
689,13.399764
690,9.329879
691,-3.1547523
692,12.133977
693,0.8655725
694,1.3662143
695,3.9613814
696,16.0217
697,21.401098
698,14.53127
699,-4.9771953
700,-7.0504165
701,0.40602833
702,12.276715
703,10.713191
704,25.361813
705,-4.6816564
706,9.94123
707,-0.11937326
708,5.2537603
709,15.315276
710,13.735881
711,2.5819936
712,26.951042
713,7.267108
714,-4.6248026
715,2.2341151
716,-0.16272861
717,20.155956
718,4.7778397
719,20.733927
720,2.1748593
721,-4.2189784
722,17.958244
723,25.692413
724,0.054295838
725,8.454719
726,-0.008518636
727,8.592223
728,-9.045758
729,11.607556
730,-1.1427546
731,6.341618
732,13.881593
733,-0.53461784
734,19.887892
735,10.7986145
736,-1.6997042
737,22.063915
738,-7.2668405
739,20.456837
740,12.234397
741,11.771987
742,1.3490272
743,15.303859
744,10.961498
745,22.687304
746,23.555342
747,24.73641
748,13.359342
749,-0.56113243
750,8.16997
751,23.065456
752,-8.014108
753,-0.89829105
754,14.51597
755,15.549438
756,20.125032
757,10.188455
758,3.521061
759,1.9037967
760,10.227845
761,1.933178
762,-1.6592002
763,17.933506
764,25.020323
765,14.676019
766,18.953674
767,0.68172044
768,11.25393
769,5.7070155
770,11.940936
771,7.1087575
772,21.440517
773,16.621845
774,-10.163386
775,-0.40700048
776,19.519575
777,12.062378
778,11.8265705
779,9.027496
780,23.289228
781,21.124958
782,11.928277
783,14.676402
784,4.305051
785,-1.1337552
786,4.3041325
787,21.07326
788,19.416737
789,11.708292
790,11.641357
791,-5.831346
792,5.081344
793,7.0848308
794,10.212302
795,16.718771
796,1.7777495
797,7.855277
798,9.918782
799,14.991414
800,11.155006
801,2.667376
802,3.1468701
803,8.092221
804,3.8809094
805,24.326612
806,8.265577
807,13.888114
808,14.235231
809,17.40197
810,15.418653
811,9.034957
812,7.3246207
813,9.358122
814,5.406761
815,2.4126222
816,-0.3223012
817,11.381352
818,26.38552
819,2.5669365
820,22.44931
821,7.2131352
822,12.829651
823,23.2352
824,32.661366
825,-7.0611615
826,13.123271
827,13.958892
828,20.413347
829,15.951278
830,17.33285
831,3.8442655
832,2.8368835
833,4.5594187
834,8.567001
835,22.61213
836,11.440361
837,13.5109415
838,24.447853
839,11.960602
840,12.696809
841,35.04907
842,26.154484
843,17.347631
844,12.706233
845,6.0431476
846,6.398461
847,7.8176575
848,1.8295133
849,4.193047
850,-7.888889
851,-8.470176
852,-2.0148435
853,-0.43873507
854,-1.207133
855,27.614647
856,17.663115
857,16.280785
858,4.229562
859,8.889713
860,19.925829
861,16.782608
862,14.204405
863,15.300978
864,6.636652
865,-1.1923337
866,6.3958774
867,4.950864
868,20.183577
869,21.842392
870,9.934085
871,6.3601537
872,10.837987
873,27.630829
874,23.623167
875,8.760114
876,10.900337
877,4.862315
878,11.968076
879,12.277214
880,-0.1877498
881,14.629331
882,5.2488904
883,2.984089
884,22.378626
885,10.853673
886,20.168724
887,18.795021
888,2.731496
889,-4.3015294
890,31.595959
891,16.14883
892,15.37235
