id,tested_positive
201,16.81425
202,23.21039
203,13.655129
204,27.213493
205,21.697508
206,15.644666
207,28.450258
208,16.785006
209,8.835298
210,11.1895
211,16.48551
212,30.866762
213,4.960633
214,11.669355
215,13.991253
216,7.863133
217,15.372427
218,10.992432
219,10.166852
220,16.105618
221,10.836357
222,14.016199
223,12.903799
224,24.637327
225,21.027822
226,13.804158
227,6.346297
228,9.642015
229,34.854195
230,17.175701
231,6.4340224
232,13.982348
233,21.359335
234,9.969067
235,33.531403
236,20.077251
237,21.418428
238,20.479132
239,31.66224
240,11.946289
241,27.784536
242,28.930868
243,28.319223
244,13.101617
245,9.8122635
246,15.600258
247,26.444387
248,19.118624
249,12.568675
250,23.242647
251,16.756037
252,22.523962
253,11.70593
254,13.506961
255,9.736861
256,5.817006
257,19.659143
258,15.662112
259,5.448814
260,13.180445
261,0.31372416
262,7.0127373
263,22.294527
264,15.157998
265,6.202599
266,25.367662
267,26.793535
268,6.8337464
269,12.094972
270,14.242196
271,8.097199
272,20.429262
273,12.681883
274,7.6977572
275,17.204012
276,21.795416
277,9.170034
278,15.320177
279,18.65251
280,22.027533
281,21.651274
282,17.664225
283,24.295004
284,17.95304
285,21.645681
286,23.421618
287,29.324305
288,5.2069473
289,21.160643
290,12.852681
291,17.34437
292,3.6943998
293,1.76328
294,22.160244
295,15.989726
296,5.0980463
297,23.117477
298,11.521474
299,10.995719
300,12.48257
301,22.289488
302,10.149184
303,20.913378
304,13.186032
305,18.122026
306,23.14815
307,31.606604
308,11.967186
309,12.600209
310,10.324776
311,24.58344
312,8.690273
313,23.892956
314,18.856056
315,15.466475
316,30.377916
317,18.637167
318,19.212498
319,16.594942
320,1.3870865
321,5.8734756
322,26.900114
323,18.3645
324,6.2239895
325,20.927107
326,3.5121326
327,25.473173
328,18.940504
329,24.75202
330,8.901866
331,24.889177
332,13.349959
333,5.085645
334,12.044934
335,12.242034
336,24.580269
337,9.830827
338,10.30745
339,21.72389
340,14.974071
341,9.471105
342,22.459814
343,15.954764
344,4.787496
345,19.397017
346,27.666693
347,23.693336
348,20.49764
349,17.18841
350,7.755459
351,24.671247
352,17.069384
353,15.6816225
354,5.894744
355,17.376749
356,23.88325
357,17.25332
358,23.31727
359,14.848048
360,5.675938
361,19.258541
362,9.652997
363,13.620793
364,19.706272
365,33.105507
366,15.837386
367,16.923346
368,6.0771112
369,14.210336
370,19.866795
371,15.83216
372,17.687878
373,11.7102
374,1.5986943
375,14.727513
376,8.527196
377,8.769111
378,16.607267
379,19.796827
380,27.798426
381,14.52833
382,9.929397
383,20.477781
384,3.9174483
385,14.469495
386,16.333672
387,17.433348
388,14.930331
389,16.562769
390,30.50165
391,13.358634
392,29.14049
393,17.176365
394,8.255513
395,14.142159
396,29.259726
397,20.178572
398,24.363043
399,12.920743
400,16.602783
401,20.541636
402,7.7339764
403,31.429918
404,31.230795
405,11.3422
406,9.627419
407,25.254921
408,12.384377
409,16.502762
410,20.271376
411,7.926082
412,24.125193
413,12.829184
414,8.88007
415,20.59141
416,20.155687
417,25.012735
418,25.94724
419,9.932432
420,16.4023
421,3.7326493
422,7.1203136
423,11.3412485
424,22.407953
425,13.641121
426,18.14145
427,9.43492
428,32.758915
429,22.541542
430,10.507614
431,20.66767
432,16.99769
433,12.905652
434,7.5757475
435,22.00033
436,34.50283
437,13.539345
438,2.2937534
439,3.9416647
440,7.449962
441,5.353957
442,20.403278
443,19.065722
444,19.97515
445,1.9561869
446,1.2192035
447,14.60209
448,25.485863
449,24.65997
450,14.614923
451,6.0943456
452,28.603933
453,13.750669
454,11.747369
455,9.867801
456,25.340933
457,17.348026
458,21.863016
459,5.425533
460,22.508837
461,8.688569
462,15.328868
463,16.794178
464,8.171094
465,9.084989
466,8.644044
467,8.21554
468,11.107436
469,24.520586
470,18.168074
471,12.136073
472,24.104023
473,11.382604
474,14.729635
475,6.254563
476,14.045623
477,20.224678
478,23.328634
479,23.642971
480,23.808977
481,20.405771
482,25.180525
483,19.797709
484,26.560951
485,4.8147526
486,18.639742
487,17.7185
488,24.183748
489,9.250964
490,11.78767
491,20.846094
492,18.813822
493,14.239807
494,16.62697
495,16.36162
496,15.077774
497,4.6388063
498,1.9629017
499,11.399219
500,15.020383
501,5.2379317
502,18.494244
503,11.497617
504,24.513083
505,25.54849
506,22.814829
507,10.802533
508,10.065253
509,17.007942
510,18.181738
511,14.162549
512,19.434118
513,9.605088
514,25.821362
515,13.225736
516,14.48042
517,13.913529
518,14.405607
519,29.16226
520,26.945219
521,16.083462
522,17.748991
523,23.853266
524,12.316554
525,32.9898
526,4.3767233
527,16.746588
528,16.656712
529,9.281646
530,17.15085
531,10.638848
532,12.3754225
533,13.3747835
534,24.170208
535,4.0677543
536,26.338163
537,9.263269
538,24.430511
539,15.433324
540,40.854786
541,13.281961
542,20.837528
543,4.781556
544,10.3476305
545,8.664638
546,6.862766
547,26.724447
548,21.259993
549,11.968343
550,11.943641
551,6.702167
552,19.243917
553,29.179016
554,20.847528
555,5.0446143
556,14.992406
557,16.794516
558,25.945936
559,18.443556
560,10.459117
561,12.036969
562,22.504267
563,19.731539
564,23.826216
565,11.848621
566,23.655193
567,25.251196
568,4.6640406
569,27.163229
570,13.238105
571,17.400068
572,28.977781
573,24.891214
574,4.5596175
575,19.440226
576,25.162775
577,34.56339
578,19.938108
579,20.859625
580,12.024462
581,8.866138
582,12.8841
583,9.534179
584,17.01635
585,9.719644
586,32.455486
587,12.150968
588,6.3923817
589,11.230567
590,11.799146
591,23.497498
592,20.738226
593,32.41058
594,29.501362
595,31.52334
596,9.3519
597,12.457955
598,23.147123
599,24.227415
600,6.910217
601,9.432015
602,17.881014
603,17.698252
604,18.017845
605,21.510405
606,18.036142
607,29.329834
608,15.090632
609,23.898851
610,4.7301083
611,17.31187
612,9.522511
613,28.670717
614,24.714802
615,10.846892
616,23.905283
617,13.249796
618,20.308752
619,12.307967
620,7.534723
621,15.571799
622,9.254537
623,24.714506
624,12.222193
625,27.045721
626,15.596986
627,16.537226
628,19.345087
629,10.751091
630,30.090591
631,19.237013
632,29.97867
633,26.107706
634,21.87897
635,11.417592
636,17.75255
637,11.512428
638,19.006128
639,21.439705
640,9.761832
641,12.632422
642,26.709047
643,30.862165
644,22.984055
645,30.027678
646,9.118506
647,24.42341
648,4.7614727
649,14.192313
650,15.249739
651,17.679392
652,12.793973
653,12.224996
654,14.206132
655,15.979683
656,13.169015
657,30.84078
658,12.427684
659,5.2338896
660,28.351883
661,26.627222
662,8.888728
663,10.722622
664,10.31224
665,5.622269
666,25.628626
667,9.880297
668,21.634325
669,22.401794
670,11.718049
671,5.970754
672,9.381705
673,15.610661
674,1.6191787
675,13.995544
676,22.227877
677,25.300287
678,17.143476
679,11.246897
680,15.843779
681,10.380713
682,17.45323
683,19.75722
684,0.93450695
685,28.477865
686,20.105194
687,14.278024
688,5.802468
689,13.112523
690,18.1197
691,8.852174
692,15.357906
693,1.9964694
694,1.4184756
695,10.183098
696,22.77635
697,31.422358
698,28.16162
699,5.3838115
700,6.615928
701,2.2709055
702,19.930262
703,17.812386
704,29.256487
705,6.01304
706,17.76124
707,6.2876086
708,11.214618
709,13.960992
710,22.02669
711,9.754552
712,24.716333
713,12.025993
714,4.6283593
715,1.4177853
716,8.264851
717,21.844477
718,12.428398
719,21.915243
720,8.336298
721,4.5265374
722,19.983238
723,27.26781
724,6.4499717
725,19.34088
726,3.6817832
727,13.872064
728,7.827868
729,17.438288
730,7.576239
731,8.212295
732,21.504293
733,6.768479
734,21.614126
735,15.981359
736,5.940949
737,21.456696
738,6.507071
739,24.864752
740,17.935978
741,16.381487
742,11.458735
743,25.103424
744,13.990203
745,14.224529
746,27.509117
747,29.742844
748,18.700436
749,7.0930996
750,7.1553555
751,24.602026
752,6.600511
753,10.734772
754,21.91324
755,21.579685
756,19.716368
757,16.17801
758,12.600484
759,8.873115
760,16.278582
761,9.907271
762,5.6456733
763,24.626135
764,30.202059
765,24.616365
766,20.923708
767,7.055736
768,12.676148
769,12.821166
770,18.372942
771,12.121487
772,25.347734
773,19.15917
774,4.781071
775,10.553747
776,22.659006
777,21.209002
778,19.073692
779,12.530894
780,21.866158
781,31.856411
782,16.892408
783,22.173029
784,9.895469
785,5.627209
786,5.744305
787,19.79727
788,22.375269
789,15.059871
790,21.027174
791,6.915817
792,11.645623
793,15.989122
794,10.154079
795,20.899137
796,12.492587
797,11.171649
798,8.332313
799,15.723775
800,12.9773655
801,11.523555
802,7.601093
803,13.443948
804,12.62964
805,22.499601
806,11.4350195
807,19.80826
808,20.8541
809,29.529299
810,14.252656
811,17.30987
812,14.267543
813,17.096785
814,8.303538
815,1.4400625
816,6.6065707
817,16.655075
818,30.277418
819,7.4774337
820,22.969656
821,15.657671
822,16.983032
823,19.838955
824,24.859636
825,4.727512
826,9.452764
827,19.958002
828,20.937727
829,15.20525
830,17.805326
831,4.4271073
832,12.578427
833,11.974171
834,13.591533
835,28.825224
836,13.085557
837,17.683298
838,21.451906
839,18.134022
840,19.938135
841,38.276455
842,33.227245
843,19.177912
844,19.079903
845,5.0851226
846,13.703103
847,17.401587
848,7.7522907
849,12.792766
850,5.301333
851,5.457837
852,5.933294
853,9.530543
854,6.3514857
855,25.168013
856,23.66841
857,20.172407
858,5.9948745
859,13.859065
860,22.012278
861,21.070982
862,22.147451
863,22.487816
864,12.892801
865,6.3268256
866,10.268592
867,10.395999
868,24.788004
869,24.84115
870,9.674274
871,11.697346
872,14.826345
873,35.212616
874,27.800539
875,19.05777
876,19.39677
877,10.778106
878,20.372923
879,16.427216
880,7.746948
881,13.224686
882,8.930712
883,14.220695
884,28.308142
885,14.768794
886,30.691568
887,19.384827
888,14.953588
889,4.2801538
890,31.722933
891,25.387228
892,18.423351
