id,tested_positive
333,5.4855576
334,12.702134
335,13.090802
336,24.613102
337,8.966865
338,10.520323
339,22.643442
340,14.428557
341,9.37117
342,21.327478
343,15.584437
344,4.5275564
345,19.536743
346,28.654104
347,22.853859
348,19.52236
349,18.158379
350,8.383867
351,23.591906
352,17.70263
353,14.990042
354,6.401352
355,18.38607
356,23.067936
357,18.536903
358,23.664028
359,15.392878
360,6.2613106
361,19.637253
362,8.760609
363,14.180545
364,18.90387
365,33.97133
366,16.44609
367,15.76329
368,6.485366
369,14.474443
370,17.019175
371,16.378666
372,17.83731
373,12.200553
374,3.9313407
375,14.247312
376,8.48855
377,10.257807
378,16.576334
379,20.321957
380,26.919075
381,15.440464
382,10.687166
383,21.842215
384,3.8473837
385,14.726298
386,16.617466
387,17.30796
388,15.334228
389,16.167616
390,30.830627
391,12.413576
392,29.52667
393,18.046602
394,8.662489
395,15.628667
396,29.310799
397,19.43983
398,23.153671
399,13.195112
400,15.617499
401,19.380587
402,7.200576
403,31.474705
404,32.35488
405,12.052087
406,9.025318
407,24.824
408,13.218072
409,17.583693
410,19.42062
411,7.372647
412,25.32078
413,12.978582
414,8.73974
415,18.925913
416,20.73816
417,25.490732
418,25.834486
419,10.470085
420,16.916878
421,4.0493217
422,8.398584
423,11.760072
424,21.207514
425,14.070005
426,18.267464
427,9.228244
428,33.052574
429,22.837767
430,11.190815
431,19.78124
432,16.570755
433,14.193388
434,7.4409184
435,22.026642
436,34.38957
437,13.714382
438,4.170988
439,3.521555
440,7.330605
441,5.7044187
442,21.002676
443,19.83055
444,19.092508
445,4.1069
446,3.7811382
447,14.516656
448,24.915709
449,24.377382
450,15.764816
451,8.699944
452,28.043474
453,14.325632
454,12.47797
455,10.431882
456,24.615654
457,17.565617
458,20.916172
459,5.9759293
460,22.052076
461,9.374403
462,15.618198
463,16.226572
464,7.2651596
465,10.262904
466,9.047055
467,7.958885
468,11.209353
469,24.075861
470,18.580498
471,12.371924
472,23.730312
473,10.870045
474,14.7355385
475,6.871228
476,13.4322605
477,19.805902
478,23.02548
479,23.608904
480,23.610876
481,20.862207
482,27.599617
483,21.10177
484,28.138622
485,4.4738503
486,19.751291
487,17.2981
488,23.668541
489,8.804606
490,13.781692
491,21.341984
492,18.738794
493,14.672538
494,16.651321
495,16.207579
496,15.333031
497,5.059412
498,4.2475233
499,12.338287
500,14.906739
501,5.5766125
502,19.835209
503,11.78376
504,23.234898
505,25.529076
506,22.552631
507,11.071466
508,9.729571
509,17.677816
510,18.218071
511,14.596624
512,19.48311
513,9.797941
514,25.223019
515,14.45973
516,13.934928
517,14.511353
518,14.2434435
519,28.588844
520,26.05202
521,16.842672
522,18.756279
523,23.84793
524,11.305555
525,32.452415
526,4.968334
527,17.204943
528,16.10112
529,9.105072
530,17.237154
531,11.018709
532,12.546908
533,13.307461
534,22.987501
535,4.391431
536,25.837729
537,9.849964
538,24.422535
539,15.44242
540,41.373466
541,13.6179695
542,20.186466
543,5.104596
544,10.240539
545,10.425064
546,6.1649756
547,25.993357
548,21.153835
549,13.705366
550,12.488178
551,6.824309
552,20.363562
553,26.852303
554,21.86981
555,5.804685
556,14.719519
557,16.261637
558,25.585155
559,18.702145
560,11.143591
561,12.1121
562,22.77555
563,19.182512
564,24.058779
565,11.097217
566,22.189812
567,26.433466
568,5.2223196
569,26.647259
570,13.807085
571,17.48524
572,28.856129
573,23.787094
574,4.2367635
575,19.518518
576,25.478401
577,34.25036
578,18.848936
579,20.676188
580,11.819687
581,9.00811
582,12.577998
583,9.306549
584,17.251928
585,9.603028
586,32.79979
587,12.739863
588,5.739936
589,11.070188
590,12.093815
591,23.575178
592,21.198853
593,31.99886
594,29.904427
595,31.991858
596,10.171412
597,13.241186
598,23.74144
599,25.110727
600,7.465547
601,9.3355255
602,17.103746
603,19.089417
604,18.965525
605,22.858604
606,17.869656
607,29.317202
608,14.874314
609,23.5424
610,6.062953
611,16.470793
612,9.817323
613,28.447113
614,24.902529
615,10.568934
616,23.877848
617,13.418224
618,19.58588
619,9.916421
620,7.0079226
621,15.122406
622,10.383442
623,24.316454
624,11.866084
625,26.76676
626,15.316963
627,16.74489
628,18.847614
629,9.519064
630,29.4856
631,18.635004
632,29.52106
633,25.661331
634,20.406357
635,11.067605
636,17.724813
637,11.830921
638,19.508478
639,20.280037
640,9.846315
641,11.396532
642,26.230589
643,32.28982
644,22.696064
645,28.791895
646,6.340259
647,24.95652
648,3.8338306
649,13.297297
650,14.873496
651,17.565905
652,11.688491
653,12.601162
654,15.580533
655,15.824634
656,13.956914
657,30.725515
658,12.689043
659,4.3753967
660,28.56794
661,26.533499
662,8.88031
663,10.856242
664,10.757166
665,5.8293104
666,24.968231
667,9.983827
668,22.257614
669,22.584307
670,11.981899
671,6.3930244
672,8.127707
673,16.01686
674,3.7229617
675,14.363825
676,23.089954
677,25.831373
678,17.101128
679,11.612223
680,15.45592
681,11.3484
682,16.832594
683,20.108347
684,3.752294
685,28.622005
686,18.73195
687,14.413516
688,6.232472
689,12.838223
690,18.253496
691,8.47083
692,15.030849
693,1.9878539
694,3.5399246
695,10.737946
696,22.308388
697,30.825972
698,28.57283
699,5.39197
700,7.059056
701,2.4573314
702,19.544994
703,18.036692
704,28.820625
705,6.557707
706,17.736982
707,4.9006677
708,11.527631
709,13.362192
710,20.999323
711,8.933394
712,24.503754
713,10.866429
714,4.7969832
715,3.6386294
716,9.729078
717,21.569464
718,12.583408
719,21.88199
720,8.105288
721,4.569513
722,20.331982
723,25.58908
724,7.5638337
725,19.315256
726,3.0928297
727,13.122364
728,7.110464
729,17.54173
730,8.19821
731,8.256699
732,21.536572
733,7.199928
734,21.448957
735,15.922948
736,6.1060433
737,21.775284
738,6.9303336
739,24.99222
740,17.992588
741,17.60874
742,11.223073
743,24.7121
744,14.45522
745,13.867187
746,27.806204
747,29.11214
748,17.47784
749,8.022632
750,7.5147066
751,24.721952
752,6.561595
753,11.089169
754,20.50944
755,20.905085
756,20.405758
757,17.404682
758,11.776677
759,9.955922
760,15.594102
761,10.061414
762,5.735368
763,24.77742
764,30.330563
765,23.635054
766,20.58039
767,7.972808
768,13.093948
769,14.488364
770,17.772007
771,12.071438
772,25.158121
773,18.541195
774,5.246244
775,10.815811
776,23.011139
777,21.616493
778,17.927547
779,13.144236
780,22.442356
781,31.488764
782,17.205774
783,20.781015
784,10.323914
785,5.7607164
786,6.6913347
787,20.689108
788,22.941813
789,15.338702
790,20.174047
791,7.921512
792,13.289088
793,15.4183445
794,10.634646
795,20.388186
796,13.222036
797,13.231336
798,7.062669
799,16.28117
800,13.349917
801,11.7247505
802,8.521467
803,11.986119
804,13.447294
805,22.235233
806,11.3001795
807,20.39692
808,21.299006
809,28.389618
810,13.6900625
811,18.797298
812,14.626445
813,16.960564
814,7.97935
815,3.4971967
816,6.478484
817,15.8380995
818,30.159498
819,8.167305
820,24.023533
821,15.833364
822,15.88512
823,19.134403
824,24.35895
825,4.4760566
826,9.505229
827,20.095057
828,21.20367
829,15.855929
830,17.967632
831,3.5117683
832,13.388161
833,12.483772
834,13.873572
835,28.73272
836,12.790992
837,17.915113
838,21.621698
839,18.93913
840,19.797087
841,37.859127
842,32.733784
843,18.539694
844,19.543356
845,6.8335104
846,14.050563
847,17.301388
848,8.6911545
849,13.449185
850,5.84342
851,6.047018
852,6.434718
853,9.857733
854,6.9222465
855,23.4562
856,22.788715
857,21.543053
858,7.6002274
859,14.085413
860,20.559734
861,20.822323
862,22.476171
863,22.43884
864,13.349215
865,6.5205092
866,9.174241
867,9.533419
868,24.473665
869,24.369753
870,8.673575
871,11.5325365
872,14.550081
873,33.41598
874,28.362099
875,18.20816
876,18.843216
877,11.976814
878,18.792093
879,17.206661
880,7.6858315
881,13.231309
882,9.611077
883,13.887496
884,27.596424
885,15.238306
886,30.701347
887,19.000603
888,13.742314
889,4.8107095
890,32.122612
891,26.17176
892,18.25543
